Fall 2021-2022(202210),11712,GEOL,101,1,The Earth, Present and Past,3,3,AS,21,4,0930,1045,POST,203,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ali,Haidar,,,
Fall 2021-2022(202210),11713,GEOL,102,1,Environment Physical Geography,3,3,AS,15,10,1000,1050,POST,203,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Wisam,Khadra,,,
Fall 2021-2022(202210),11714,GEOL,201,1,Physical Geology,3,3,AS,20,5,1500,1615,POST,203,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A.,Abdel-Rahman,,,
Fall 2021-2022(202210),11715,GEOL,201,2,Physical Geology,3,3,AS,25,0,1100,1215,POST,207,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mohamed,Salah,,,
Fall 2021-2022(202210),11716,GEOL,204,1,Dinosaurs and Life History,3,3,AS,28,2,1400,1515,POST,203,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ali,Haidar,,,
Fall 2021-2022(202210),11717,GEOL,205,1,Earth Resources & Energy,3,3,AS,21,5,1300,1350,POST,203,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Raghida,Oueida,,,
Fall 2021-2022(202210),11718,GEOL,205,2,Earth Resources & Energy,3,3,AS,17,8,1400,1450,POST,203,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Raghida,Oueida,,,
Fall 2021-2022(202210),11719,GEOL,206,1,Planetary Geology,3,3,AS,23,2,0930,1045,POST,210,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mohamed,Salah,,,
Fall 2021-2022(202210),11720,GEOL,206,2,Planetary Geology,3,3,AS,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Fall 2021-2022(202210),11721,GEOL,212,1,Optical Mineralogy,3,3,AS,5,7,0900,1050,POST,210,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A.,Abdel-Rahman,,,
Fall 2021-2022(202210),11722,GEOL,221,1,Petrology,3,3,AS,4,8,1100,1250,POST,210,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A.,Abdel-Rahman,,,
Fall 2021-2022(202210),11723,GEOL,222,1,Sedimentology,3,3,AS,8,4,1400,1550,POST,210,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ali,Haidar,,,
Fall 2021-2022(202210),11724,GEOL,225,1,Petroleum Geology,3,3,AS,1,11,1100,1215,POST,203,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ali,Haidar,,,
Fall 2021-2022(202210),11725,GEOL,290A,1,Water in A Changing World,3,3,AS,8,2,0900,0950,POST,207,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Joanna,Doummar,,,
Fall 2021-2022(202210),11726,GEOL,318,1,Hydrogeology,3,3,AS,3,3,1000,1300,POST,203,.,.,.,.,.,S,.,.,.,.,.,.,.,.,.,.,.,.,Joanna,Doummar,,,
Fall 2021-2022(202210),11727,GEOL,330F,1,Petroleum Reservoir Engineerin,3,3,AS,3,2,1400,1701,POST,207,.,.,.,.,.,S,.,.,.,.,.,.,.,.,.,.,.,.,Ali,Haidar,,,
Fall 2021-2022(202210),11728,GEOL,395A,1,Comprehensive Exam,0,0,AS,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Joanna,Doummar,,,
Fall 2021-2022(202210),11730,GEOL,399,2,M.S Thesis,9,7.28,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A.,Abdel-Rahman,,,
Fall 2021-2022(202210),11731,GEOL,399,3,M.S Thesis,9,7.28,AS,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Joanna,Doummar,,,
Fall 2021-2022(202210),11732,GEOL,399,4,M.S Thesis,9,7.28,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mohamed,Salah,,,
Fall 2021-2022(202210),11733,GEOL,399,5,M.S Thesis,9,7.28,AS,2,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Tony,Nemer,,,
Fall 2021-2022(202210),11735,GEOL,399A,2,M.S.Thesis,9,0,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A.,Abdel-Rahman,,,
Fall 2021-2022(202210),11736,GEOL,399A,3,M.S.Thesis,9,0,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Joanna,Doummar,,,
Fall 2021-2022(202210),11737,GEOL,399A,4,M.S.Thesis,9,0,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mohamed,Salah,,,
Fall 2021-2022(202210),11738,GEOL,399A,5,M.S.Thesis,9,0,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Tony,Nemer,,,
Fall 2021-2022(202210),11740,GEOL,399B,2,M.S.Thesis,9,0,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A.,Abdel-Rahman,,,
Fall 2021-2022(202210),11741,GEOL,399B,3,M.S.Thesis,9,0,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Joanna,Doummar,,,
Fall 2021-2022(202210),11742,GEOL,399B,4,M.S.Thesis,9,0,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mohamed,Salah,,,
Fall 2021-2022(202210),11743,GEOL,399B,5,M.S.Thesis,9,0,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Tony,Nemer,,,
Fall 2021-2022(202210),11745,GEOL,399C,2,M.S.Thesis,9,0,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A.,Abdel-Rahman,,,
Fall 2021-2022(202210),11746,GEOL,399C,3,M.S.Thesis,9,0,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Joanna,Doummar,,,
Fall 2021-2022(202210),11747,GEOL,399C,4,M.S.Thesis,9,0,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mohamed,Salah,,,
Fall 2021-2022(202210),11748,GEOL,399C,5,M.S.Thesis,9,0,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Tony,Nemer,,,
Fall 2021-2022(202210),11749,GEOL,399D,1,M.S.Thesis,9,1,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A.,Abdel-Rahman,,,
Fall 2021-2022(202210),11750,GEOL,399D,2,M.S.Thesis,9,1,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Joanna,Doummar,,,
Fall 2021-2022(202210),11751,GEOL,399D,3,M.S.Thesis,9,1,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Tony,Nemer,,,
Fall 2021-2022(202210),11752,GEOL,399D,4,Thesis,9,1,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mohamed,Salah,,,
Fall 2021-2022(202210),11754,GERM,201,1,Elementary German I,3,3,AS,23,0,1000,1050,NICELY,206,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Klaus Ulrich,Wieland,,,
Fall 2021-2022(202210),11755,GERM,201,2,Elementary German I,3,3,AS,22,1,1100,1150,NICELY,206,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Klaus Ulrich,Wieland,,,
Fall 2021-2022(202210),13249,GERM,201,3,Elementary German I,3,3,AS,21,2,1200,1250,FISK,313,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Klaus Ulrich,Wieland,,,
Fall 2021-2022(202210),13072,GRDS,066,1,Alternative Comics,3,3,EA,23,-3,1400,1650,.,.,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lina,Ghaibeh,,,
Fall 2021-2022(202210),13073,GRDS,067,1,Fanzines,3,3,EA,21,-1,1400,1650,.,.,.,T,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Leila,Musfi,,,
Fall 2021-2022(202210),11756,GRDS,111,1,Drawing,3,3,EA,25,1,1100,1350,ANNEX,201,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Shawki,Youssef,,,
Fall 2021-2022(202210),11757,GRDS,202,1,Graphic Design II,6,6,EA,13,17,1400,1800,ANNEX,301,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Ahmad,El-Gharbie',,,
Fall 2021-2022(202210),11758,GRDS,213,1,Illustration,3,3,EA,14,2,1400,1650,.,.,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Fouad,Mezher,,,
Fall 2021-2022(202210),11759,GRDS,252,1,Typography II,3,3,EA,12,4,0930,1120,ANNEX,301,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Yara (Nammour),Khoury,,Blended Course,
Fall 2021-2022(202210),11760,GRDS,304,1,Graphic Design IV,6,6,EA,23,7,1400,1800,STUDYS,101,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Yara (Nammour),Khoury,,,
Fall 2021-2022(202210),11761,GRDS,331,1,Introd.to Visual Theory,3,3,EA,25,5,1000,1250,IOEC,225,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Omar,Mismar,,,
Fall 2021-2022(202210),13068,GRDS,343,1,Interaction Design I,3,3,EA,25,0,0930,1220,.,.,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Maher,Berro,,,
Fall 2021-2022(202210),11762,GRDS,361,1,Professional  Practice,3,3,EA,23,7,1400,1650,SRB,413,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Leila,Musfi,,,
Fall 2021-2022(202210),11763,GRDS,406,1,Final Proj.Design & Research I,4,4,EA,29,1,0900,1250,STUDYS,201,M,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Omar,Mismar,,,
Spring 2021-2022(202220),21590,GEOL,101,1,The Earth, Present and Past,3,3,AS,17,8,1100,1150,POST,203,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Ali,Haidar,,,
Spring 2021-2022(202220),21591,GEOL,104,1,Natural Disasters,3,3,AS,9,21,0900,0950,POST,203,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Wisam,Khadra,,,
Spring 2021-2022(202220),21592,GEOL,201,1,Physical Geology,3,3,AS,25,0,1100,1215,POST,203,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Joanna,Doummar,,,
Spring 2021-2022(202220),21593,GEOL,201,2,Physical Geology,3,3,AS,17,8,1500,1615,POST,203,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ali,Haidar,,,
Spring 2021-2022(202220),21594,GEOL,203,1,Physical Geology Laboratory,1,1,AS,0,10,1400,1630,POST,210,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A.,Abdel-Rahman,,,
Spring 2021-2022(202220),21595,GEOL,204,1,Dinosaurs and Life History,3,3,AS,25,0,1400,1515,POST,203,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ali,Haidar,,,
Spring 2021-2022(202220),21596,GEOL,205,1,Earth Resources & Energy,3,3,AS,25,0,1400,1450,POST,203,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Raghida,Oueida,,,
Spring 2021-2022(202220),21597,GEOL,205,2,Earth Resources & Energy,3,3,AS,23,2,1400,1515,POST,207,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Raghida,Oueida,,,
Spring 2021-2022(202220),21598,GEOL,211,1,Crystallogra.& Phys.Mineralogy,3,3,AS,5,7,1100,1250,POST,210,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A.,Abdel-Rahman,,,
Spring 2021-2022(202220),21599,GEOL,213,1,Structural Geology,3,3,AS,8,4,0800,0950,POST,210,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mohamed,Salah,,,
Spring 2021-2022(202220),21600,GEOL,214,1,Stratigraphy,3,3,AS,5,7,0900,1050,POST,210,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ali,Haidar,,,
Spring 2021-2022(202220),21601,GEOL,219,1,Geologic Field Methods,3,3,AS,3,9,1300,1450,POST,210,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Joanna,Doummar,,,
Spring 2021-2022(202220),21602,GEOL,227,1,Alternate Energy & Climate,3,3,AS,13,12,1100,1215,POST,210,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mohamed,Salah,,,
Spring 2021-2022(202220),21603,GEOL,399,1,M.S Thesis,9,7.28,AS,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Tony,Nemer,,,
Spring 2021-2022(202220),21604,GEOL,399A,1,M.S.Thesis,9,0,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Tony,Nemer,,,
Spring 2021-2022(202220),21605,GEOL,399A,2,M.S.Thesis,9,0,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Joanna,Doummar,,,
Spring 2021-2022(202220),21606,GERM,201,1,Elementary German I,3,3,AS,23,0,1400,1450,NICELY,318,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Klaus Ulrich,Wieland,,,
Spring 2021-2022(202220),21607,GERM,201,2,Elementary German I,3,3,AS,23,0,1300,1350,NICELY,209,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Klaus Ulrich,Wieland,,,
Spring 2021-2022(202220),21608,GERM,202,1,Elementary German II,3,3,AS,13,10,1500,1550,NICELY,324,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Klaus Ulrich,Wieland,,,
Spring 2021-2022(202220),22895,GRDS,010,1,Digital Illustration,3,3,EA,19,1,1300,1550,.,.,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring 2021-2022(202220),22896,GRDS,050,1,Arabic Type Design,3,3,EA,0,20,0930,1050,.,.,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring 2021-2022(202220),21609,GRDS,101,1,Graphic Design I,6,6,EA,23,7,1400,1800,.,.,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring 2021-2022(202220),21610,GRDS,141,1,Computer Graphics I,3,3,EA,25,3,1600,1900,.,.,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Raffi,Boyadjian,,,
Spring 2021-2022(202220),21611,GRDS,141,2,Computer Graphics I,3,3,EA,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring 2021-2022(202220),21612,GRDS,151,1,Typography I,3,3,EA,25,5,1000,1150,.,.,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring 2021-2022(202220),21613,GRDS,203,1,Graphic Design III,6,6,EA,12,3,1400,1800,.,.,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring 2021-2022(202220),21614,GRDS,224,1,History of Graphic Design,3,3,EA,12,3,1100,1220,IOEC,217,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring 2021-2022(202220),21615,GRDS,242,1,Motion Graphics,3,3,EA,10,5,1000,1220,.,.,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring 2021-2022(202220),21616,GRDS,242,2,Motion Graphics,3,3,EA,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring 2021-2022(202220),21617,GRDS,305,1,Graphic Design V,6,6,EA,12,13,1400,1800,.,.,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring 2021-2022(202220),21618,GRDS,332,1,Design Research Methods,3,3,EA,16,9,0900,1150,MAMC,207,.,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring 2021-2022(202220),21619,GRDS,344,1,Interaction Design II,3,3,EA,18,7,0930,1220,.,.,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,Blended Course,
Spring 2021-2022(202220),21620,GRDS,344,2,Interaction Design II,3,3,EA,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,Blended Course,
Spring 2021-2022(202220),21621,GRDS,407,1,Final Proj.Design &Research II,6,6,EA,22,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
